Genes with Zero Fragment:

pseudo_name pseudo_chr pseudo_strand pseudo_start pseudo_end pseudo_size pseudo_fragment pseudo_fpkm pseudo_primary_fragment pseudo_secondary_fragment parent_name parent_chr parent_strand parent_start parent_end parent_size parent_fragment parent_fpkm parent_primary_fragment parent_secondary_fragment pseudo_type
16415 PGOHUM00000264652 chrHG1592_PATCH - 107241495 107241814 320 0 0 0 0 ENSP00000474379_ENST00000603914 chrHG1592_PATCH - 107023274 107023813 437 0 0 0 0 Processed
16418 PGOHUM00000264655 chrHG1592_PATCH - 107298099 107298386 288 0 0 0 0 ENSP00000475103_ENST00000604930 chrHG1592_PATCH - 106734944 106735476 430 0 0 0 0 Processed
16431 PGOHUM00000264132 chrHG281_PATCH - 50094453 50095029 577 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
16440 PGOHUM00000261575 chrHG281_PATCH + 50054405 50055322 918 0 0 0 0 ENSP00000456444_ENST00000561558 chrHG281_PATCH - 50003005 50004067 1063 0 0 0 0 Processed
16461 PGOHUM00000264102 chrHG417_PATCH - 1954 2670 717 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
16462 PGOHUM00000264136 chrHG417_PATCH - 3293 4007 715 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
16463 PGOHUM00000264664 chrHG417_PATCH + 2568 3151 584 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
16471 PGOHUM00000262584 chrHG686_PATCH - 95663327 95664407 1081 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
16475 PGOHUM00000262587 chrHG686_PATCH + 95664749 95665350 602 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
16488 PGOHUM00000261601 chrHG736_PATCH - 56870102 56870605 504 0 0 0 0 ENSP00000471235_ENST00000594697 chrHG736_PATCH - 56881182 56883670 648 0 0 0 0 Processed
16489 PGOHUM00000264137 chrHG736_PATCH - 56877230 56877971 742 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
16490 PGOHUM00000264665 chrHG736_PATCH - 56877990 56878574 585 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
16491 PGOHUM00000264109 chrHG736_PATCH - 56879494 56880138 645 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
16492 PGOHUM00000264139 chrHG736_PATCH - 56881185 56881880 696 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
16511 PGOHUM00000262605 chrHG7_PATCH + 142080118 142080390 273 0 0 0 0 ENSP00000455129_ENST00000566578 chrHG7_PATCH + 142285818 142286315 392 0 0 0 0 Processed
16513 PGOHUM00000262606 chrHG7_PATCH + 142136857 142137170 314 0 0 0 0 ENSP00000456947_ENST00000566020 chrHG7_PATCH + 142302037 142302542 406 0 0 0 0 Processed
16533 PGOHUM00000262620 chrHSCHR12_2_CTG2 - 11200958 11201854 897 0 0 0 0 ENSP00000461514_ENST00000574336 chrHG1133_PATCH - 11174216 11175217 1002 0 0 0 0 Processed
16534 PGOHUM00000262622 chrHSCHR12_2_CTG2 - 11229944 11230840 897 0 0 0 0 ENSP00000461514_ENST00000574336 chrHG1133_PATCH - 11174216 11175217 1002 0 0 0 0 Processed
16553 PGOHUM00000247407 chrHSCHR17_1 + 44597747 44597944 198 0 0 0 0 ENSP00000448511_ENST00000547091 chrHSCHR17_1 - 43904775 43906057 279 0 0 0 0 Processed
16557 PGOHUM00000262637 chrHSCHR17_5_CTG4 + 39394252 39394713 462 0 0 0 0 ENSP00000461584_ENST00000575341 chrHSCHR17_5_CTG4 + 39405870 39406836 967 0 0 0 0 Processed
16558 PGOHUM00000262639 chrHSCHR17_6_CTG4 + 39416192 39416713 522 0 0 0 0 ENSP00000461584_ENST00000575341 chrHSCHR17_5_CTG4 + 39405870 39406836 967 0 0 0 0 Processed
16569 PGOHUM00000262660 chrHSCHR19LRC_COX1_CTG1 + 55143478 55143801 324 0 0 0 0 ENSP00000460730_ENST00000573666 chrHSCHR19LRC_COX1_CTG1 - 54725697 54726773 586 0 0 0 0 Processed
16578 PGOHUM00000262651 chrHSCHR19LRC_PGF1_CTG1 + 55142109 55142432 324 0 0 0 0 ENSP00000460730_ENST00000573666 chrHSCHR19LRC_COX1_CTG1 - 54725697 54726773 586 0 0 0 0 Processed
16615 PGOHUM00000235914 chrHSCHR6_MHC_APD + 29068769 29069704 936 0 0 0 0 ENSP00000414527_ENST00000427659 chrHSCHR6_MHC_MCF + 29068533 29069805 1273 0 0 0 0 Processed
16619 PGOHUM00000235920 chrHSCHR6_MHC_APD + 29541799 29542723 925 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16621 PGOHUM00000264673 chrHSCHR6_MHC_APD + 29912444 29912712 269 0 0 0 0 ENSP00000448516_ENST00000552498 chrHSCHR6_MHC_COX + 29899833 29903164 1410 0 0 0 0 Processed
16625 PGOHUM00000258401 chrHSCHR6_MHC_APD + 32695133 32695406 274 0 0 0 0 ENSP00000431277_ENST00000468299 chrHSCHR6_MHC_MANN + 32757966 32763726 2100 0 0 0 0 Processed
16647 PGOHUM00000245365 chrHSCHR6_MHC_COX - 32597336 32598015 680 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
16652 PGOHUM00000245374 chrHSCHR6_MHC_COX + 29065390 29066325 936 0 0 0 0 ENSP00000414527_ENST00000427659 chrHSCHR6_MHC_MCF + 29068533 29069805 1273 0 0 0 0 Processed
16655 PGOHUM00000245376 chrHSCHR6_MHC_COX + 29179724 29180613 890 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16657 PGOHUM00000260781 chrHSCHR6_MHC_COX + 29381632 29382533 902 0 0 0 0 ENSP00000390448_ENST00000432767 chrHSCHR6_MHC_SSTO + 29364083 29365115 1033 0 0 0 0 Processed
16659 PGOHUM00000245383 chrHSCHR6_MHC_COX + 29538290 29539214 925 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16661 PGOHUM00000264674 chrHSCHR6_MHC_COX + 29965503 29965771 269 0 0 0 0 ENSP00000448516_ENST00000552498 chrHSCHR6_MHC_COX + 29899833 29903164 1410 0 0 0 0 Processed
16672 PGOHUM00000258405 chrHSCHR6_MHC_COX + 32534943 32535210 268 0 0 0 0 ENSP00000431277_ENST00000468299 chrHSCHR6_MHC_MANN + 32757966 32763726 2100 0 0 0 0 Processed
16673 PGOHUM00000258406 chrHSCHR6_MHC_COX + 32633950 32634223 274 0 0 0 0 ENSP00000431277_ENST00000468299 chrHSCHR6_MHC_MANN + 32757966 32763726 2100 0 0 0 0 Processed
16695 PGOHUM00000236846 chrHSCHR6_MHC_DBB - 32652914 32653594 681 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
16696 PGOHUM00000236847 chrHSCHR6_MHC_DBB - 32678370 32678651 282 0 0 0 0 ENSP00000414555_ENST00000433936 chrHSCHR6_MHC_MCF - 32658021 32665334 1219 0 0 0 0 Processed
16700 PGOHUM00000236853 chrHSCHR6_MHC_DBB + 29068738 29069673 936 0 0 0 0 ENSP00000414527_ENST00000427659 chrHSCHR6_MHC_MCF + 29068533 29069805 1273 0 0 0 0 Processed
16703 PGOHUM00000236855 chrHSCHR6_MHC_DBB + 29183082 29183971 890 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16707 PGOHUM00000236862 chrHSCHR6_MHC_DBB + 29541645 29542569 925 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16720 PGOHUM00000258411 chrHSCHR6_MHC_DBB + 32689416 32689689 274 0 0 0 0 ENSP00000431277_ENST00000468299 chrHSCHR6_MHC_MANN + 32757966 32763726 2100 0 0 0 0 Processed
16743 PGOHUM00000242982 chrHSCHR6_MHC_MANN - 32828154 32828832 679 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
16744 PGOHUM00000242983 chrHSCHR6_MHC_MANN - 32852951 32853232 282 0 0 0 0 ENSP00000414555_ENST00000433936 chrHSCHR6_MHC_MCF - 32658021 32665334 1219 0 0 0 0 Processed
16748 PGOHUM00000242989 chrHSCHR6_MHC_MANN + 29068730 29069665 936 0 0 0 0 ENSP00000414527_ENST00000427659 chrHSCHR6_MHC_MCF + 29068533 29069805 1273 0 0 0 0 Processed
16751 PGOHUM00000242991 chrHSCHR6_MHC_MANN + 29183079 29183968 890 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16753 PGOHUM00000260826 chrHSCHR6_MHC_MANN + 29384640 29385541 902 0 0 0 0 ENSP00000390448_ENST00000432767 chrHSCHR6_MHC_SSTO + 29364083 29365115 1033 0 0 0 0 Processed
16755 PGOHUM00000242998 chrHSCHR6_MHC_MANN + 29541314 29542238 925 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16757 PGOHUM00000264675 chrHSCHR6_MHC_MANN + 29971170 29971438 269 0 0 0 0 ENSP00000448516_ENST00000552498 chrHSCHR6_MHC_COX + 29899833 29903164 1410 0 0 0 0 Processed
16770 PGOHUM00000258413 chrHSCHR6_MHC_MANN + 32864015 32864288 274 0 0 0 0 ENSP00000431277_ENST00000468299 chrHSCHR6_MHC_MANN + 32757966 32763726 2100 0 0 0 0 Processed
16786 PGOHUM00000247336 chrHSCHR6_MHC_MCF - 32707549 32708229 681 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
16787 PGOHUM00000247337 chrHSCHR6_MHC_MCF - 32732989 32733270 282 0 0 0 0 ENSP00000414555_ENST00000433936 chrHSCHR6_MHC_MCF - 32658021 32665334 1219 0 0 0 0 Processed
16793 PGOHUM00000247346 chrHSCHR6_MHC_MCF + 29183193 29184082 890 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16795 PGOHUM00000260845 chrHSCHR6_MHC_MCF + 29384835 29385736 902 0 0 0 0 ENSP00000390448_ENST00000432767 chrHSCHR6_MHC_SSTO + 29364083 29365115 1033 0 0 0 0 Processed
16797 PGOHUM00000247353 chrHSCHR6_MHC_MCF + 29541489 29542413 925 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16807 PGOHUM00000258416 chrHSCHR6_MHC_MCF + 32744035 32744308 274 0 0 0 0 ENSP00000431277_ENST00000468299 chrHSCHR6_MHC_MANN + 32757966 32763726 2100 0 0 0 0 Processed
16829 PGOHUM00000249861 chrHSCHR6_MHC_QBL - 32602597 32603276 680 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
16830 PGOHUM00000249862 chrHSCHR6_MHC_QBL - 32627876 32628157 282 0 0 0 0 ENSP00000414555_ENST00000433936 chrHSCHR6_MHC_MCF - 32658021 32665334 1219 0 0 0 0 Processed
16835 PGOHUM00000249870 chrHSCHR6_MHC_QBL + 29068728 29069663 936 0 0 0 0 ENSP00000414527_ENST00000427659 chrHSCHR6_MHC_MCF + 29068533 29069805 1273 0 0 0 0 Processed
16838 PGOHUM00000249872 chrHSCHR6_MHC_QBL + 29183079 29183968 890 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16839 PGOHUM00000260859 chrHSCHR6_MHC_QBL + 29384950 29385851 902 0 0 0 0 ENSP00000390448_ENST00000432767 chrHSCHR6_MHC_SSTO + 29364083 29365115 1033 0 0 0 0 Processed
16841 PGOHUM00000249879 chrHSCHR6_MHC_QBL + 29541619 29542543 925 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16853 PGOHUM00000258420 chrHSCHR6_MHC_QBL + 32540209 32540476 268 0 0 0 0 ENSP00000431277_ENST00000468299 chrHSCHR6_MHC_MANN + 32757966 32763726 2100 0 0 0 0 Processed
16854 PGOHUM00000258421 chrHSCHR6_MHC_QBL + 32638940 32639213 274 0 0 0 0 ENSP00000431277_ENST00000468299 chrHSCHR6_MHC_MANN + 32757966 32763726 2100 0 0 0 0 Processed
16877 PGOHUM00000239237 chrHSCHR6_MHC_SSTO - 32765193 32765872 680 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
16878 PGOHUM00000239238 chrHSCHR6_MHC_SSTO - 32789995 32790282 288 0 0 0 0 ENSP00000414555_ENST00000433936 chrHSCHR6_MHC_MCF - 32658021 32665334 1219 0 0 0 0 Processed
16881 PGOHUM00000239246 chrHSCHR6_MHC_SSTO + 29068752 29069687 936 0 0 0 0 ENSP00000414527_ENST00000427659 chrHSCHR6_MHC_MCF + 29068533 29069805 1273 0 0 0 0 Processed
16884 PGOHUM00000239248 chrHSCHR6_MHC_SSTO + 29183106 29183995 890 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
16886 PGOHUM00000260878 chrHSCHR6_MHC_SSTO + 29384732 29385633 902 0 0 0 0 ENSP00000390448_ENST00000432767 chrHSCHR6_MHC_SSTO + 29364083 29365115 1033 0 0 0 0 Processed
16899 PGOHUM00000258425 chrHSCHR6_MHC_SSTO + 32699249 32699522 274 0 0 0 0 ENSP00000431277_ENST00000468299 chrHSCHR6_MHC_MANN + 32757966 32763726 2100 0 0 0 0 Processed
16900 PGOHUM00000258426 chrHSCHR6_MHC_SSTO + 32801063 32801336 274 0 0 0 0 ENSP00000431277_ENST00000468299 chrHSCHR6_MHC_MANN + 32757966 32763726 2100 0 0 0 0 Processed



Fragments Mapped to Both Pseudogene and Parent Genes:
pseudo_name pseudo_chr pseudo_strand pseudo_start pseudo_end pseudo_size pseudo_fragment pseudo_fpkm pseudo_primary_fragment pseudo_secondary_fragment parent_name parent_chr parent_strand parent_start parent_end parent_size parent_fragment parent_fpkm parent_primary_fragment parent_secondary_fragment pseudo_type
265 PGOHUM00000238604 chr10 - 100013308 100014227 920 4 2.047081 0 4 ENSP00000260702_ENST00000260702 chr10 - 100007446 100028006 3653 165 21.266555 161 4 Ambiguous
983 PGOHUM00000250389 chr11 - 104901701 104941597 577 32 26.111813 4 28 ENSP00000364858_ENST00000375706 chr11 - 104912052 104916041 686 28 19.217495 0 28 Duplicated
1494 PGOHUM00000239293 chr12 + 2797585 2797947 363 18 23.346874 0 18 ENSP00000382542_ENST00000399634 chr12 + 2162728 2801324 7590 1953 121.149977 1935 18 Ambiguous
1553 PGOHUM00000239348 chr12 - 11660063 11660206 144 0 0 0 0 ENSP00000382542_ENST00000399634 chr12 + 2162728 2801324 7590 1953 121.149977 1935 18 Ambiguous
1822 PGOHUM00000239626 chr12 + 2870391 2870811 421 0 0 0 0 ENSP00000382542_ENST00000399634 chr12 + 2162728 2801324 7590 1953 121.149977 1935 18 Ambiguous
1955 PGOHUM00000239757 chr12 + 46211442 46211672 231 2 4.076438 0 2 ENSP00000335044_ENST00000334344 chr12 + 46123447 46301822 8642 392 21.356726 390 2 Ambiguous
2366 PGOHUM00000248490 chr13 - 103385370 103389158 3789 171 21.248798 0 171 ENSP00000320232_ENST00000322527 chr13 - 103381800 103389158 7359 334 21.369312 163 171 Ambiguous
2488 PGOHUM00000248620 chr13 + 68364537 68364926 390 0 0 0 0 ENSP00000303507_ENST00000305877 chr22 + 23522396 23660223 7082 4304 286.140419 4287 17 Ambiguous
3223 PGOHUM00000262060 chr15 + 45431288 45431799 329 2 2.86218 0 2 ENSP00000454065_ENST00000561166 chr15 + 45431015 45457770 4539 215 22.301863 213 2 Ambiguous
3267 PGOHUM00000262226 chr15 - 66031040 66031213 174 8 21.647294 0 8 ENSP00000457358_ENST00000564674 chr15 - 65983795 66084630 3389 316 43.901401 308 8 Ambiguous
3810 PGOHUM00000248764 chr16 - 23646177 23647658 1482 71 22.556568 0 71 ENSP00000261584_ENST00000261584 chr16 - 23614490 23652630 4003 185 21.759505 114 71 Ambiguous
3853 PGOHUM00000248808 chr16 - 31372040 31373024 894 1 0.526654 0 1 ENSP00000268296_ENST00000268296 chr16 + 31366454 31394317 4703 208 20.82338 207 1 Duplicated
4077 PGOHUM00000259104 chr16 + 19547249 19547695 447 11 11.586387 0 11 ENSP00000370803_ENST00000381396 chr16 + 19535178 19564729 5446 240 20.748967 229 11 Ambiguous
5367 PGOHUM00000234330 chr19 - 43092694 43136267 1261 47 17.548728 47 0 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5368 PGOHUM00000234331 chr19 - 43236176 43237214 619 0 0 0 0 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5369 PGOHUM00000259337 chr19 - 43261389 43262432 639 0 0 0 0 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5370 PGOHUM00000234333 chr19 - 43289619 43290773 760 0 0 0 0 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5374 PGOHUM00000234337 chr19 - 43375224 43415007 1233 71 27.111787 2 69 ENSP00000244296_ENST00000244296 chr19 - 43371357 43383870 2276 316 65.369881 247 69 Duplicated
5375 PGOHUM00000263654 chr19 - 43375910 43376044 135 6 20.925717 0 6 ENSP00000470690_ENST00000597058 chr19 - 43372252 43382254 725 88 57.148855 82 6 Ambiguous
5376 PGOHUM00000234339 chr19 - 43432835 43433872 639 11 8.105031 11 0 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5377 PGOHUM00000263655 chr19 - 43453411 43454567 754 0 0 0 0 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5378 PGOHUM00000234342 chr19 - 43522162 43523200 625 0 0 0 0 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5379 PGOHUM00000234343 chr19 - 43544282 43545414 738 0 0 0 0 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5380 PGOHUM00000234344 chr19 - 43576503 43576786 284 6 9.947084 6 0 ENSP00000244296_ENST00000244296 chr19 - 43371357 43383870 2276 316 65.369881 247 69 Ambiguous
5381 PGOHUM00000234345 chr19 - 43578748 43579784 594 14 11.096971 14 0 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5383 PGOHUM00000234347 chr19 - 43682273 43683309 632 0 0 0 0 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5384 PGOHUM00000234348 chr19 - 43701389 43702427 634 0 0 0 0 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5386 PGOHUM00000234350 chr19 - 43765287 43766290 605 6 4.669375 0 6 ENSP00000244293_ENST00000244293 chr19 - 43761311 43773649 2073 1980 449.706077 1974 6 Duplicated
5402 PGOHUM00000234365 chr19 + 48182565 48182849 285 7 11.564212 0 7 ENSP00000379946_ENST00000396720 chr19 + 48111452 48206478 5684 261 21.619682 254 7 Ambiguous
5519 PGOHUM00000234475 chr19 + 7618747 7620648 844 31 17.293469 0 31 ENSP00000221249_ENST00000221249 chr19 + 7598889 7626649 4617 219 22.333002 188 31 Ambiguous
6241 PGOHUM00000244278 chr1 - 154922241 154922405 165 2 5.707014 0 2 ENSP00000357445_ENST00000368460 chr1 - 154919573 154928586 1175 58 23.240903 56 2 Ambiguous
6275 PGOHUM00000244315 chr1 - 162369679 162411085 231 5 10.191096 0 5 ENSP00000356906_ENST00000367929 chr1 - 162365055 162381915 2523 113 21.08745 108 5 Duplicated
6813 PGOHUM00000244866 chr1 + 117560881 117561180 300 7 10.986001 0 7 ENSP00000256652_ENST00000256652 chr1 + 117544381 117579166 3547 158 20.972914 151 7 Ambiguous
7141 PGOHUM00000264173 chr1 + 228502237 228506966 2809 54 9.051173 0 54 ENSP00000355670_ENST00000366709 chr1 + 228395860 228548455 19907 912 21.570087 858 54 Ambiguous
7352 PGOHUM00000247570 chr20 - 58470482 58470667 186 2 5.062673 0 2 ENSP00000402456_ENST00000446834 chr20 - 58452518 58508415 3341 145 20.434047 143 2 Ambiguous
7650 PGOHUM00000239187 chr21 + 47809805 47811289 617 8 6.104747 0 8 ENSP00000352572_ENST00000359568 chr21 + 47744035 47865681 10560 475 21.178371 467 8 Duplicated
7693 PGOHUM00000246224 chr22 - 18843130 18844958 309 0 0 0 0 ENSP00000303507_ENST00000305877 chr22 + 23522396 23660223 7082 4304 286.140419 4287 17 Duplicated
7722 PGOHUM00000264293 chr22 - 21645851 21647680 309 0 0 0 0 ENSP00000303507_ENST00000305877 chr22 + 23522396 23660223 7082 4304 286.140419 4287 17 Duplicated
7735 PGOHUM00000259691 chr22 + 23523147 23523440 294 17 27.224785 0 17 ENSP00000303507_ENST00000305877 chr22 + 23522396 23660223 7082 4304 286.140419 4287 17 Ambiguous
7751 PGOHUM00000246290 chr22 - 24656703 24658531 309 0 0 0 0 ENSP00000303507_ENST00000305877 chr22 + 23522396 23660223 7082 4304 286.140419 4287 17 Duplicated
7864 PGOHUM00000246420 chr22 + 21470215 21473240 453 0 0 0 0 ENSP00000303507_ENST00000305877 chr22 + 23522396 23660223 7082 4304 286.140419 4287 17 Duplicated
7906 PGOHUM00000246482 chr22 + 22973422 22977816 582 1 0.808984 1 0 ENSP00000303507_ENST00000305877 chr22 + 23522396 23660223 7082 4304 286.140419 4287 17 Duplicated
7944 PGOHUM00000246539 chr22 + 25041602 25045991 564 5 4.174013 5 0 ENSP00000303507_ENST00000305877 chr22 + 23522396 23660223 7082 4304 286.140419 4287 17 Duplicated
8474 PGOHUM00000240442 chr2 - 179410544 179489446 53093 2251 19.961864 0 2251 ENSP00000340554_ENST00000342175 chr2 - 179390715 179672149 82605 3688 21.020713 1437 2251 Duplicated
8611 PGOHUM00000240581 chr2 + 11758406 11759047 642 22 16.134315 0 22 ENSP00000379429_ENST00000396123 chr2 + 11752384 11782913 5296 245 21.781159 223 22 Ambiguous
8636 PGOHUM00000240606 chr2 + 27792683 27794832 2150 0 0 0 0 ENSP00000386190_ENST00000408964 chr2 + 27799388 27805587 6200 556 42.222697 431 125 Ambiguous
8637 PGOHUM00000240607 chr2 + 27799439 27802240 2802 125 21.004133 0 125 ENSP00000386190_ENST00000408964 chr2 + 27799388 27805587 6200 556 42.222697 431 125 Ambiguous
8884 PGOHUM00000240876 chr2 + 116572360 116572563 204 5 11.539918 0 5 ENSP00000309066_ENST00000310323 chr2 + 115919683 116600475 3052 146 22.523257 141 5 Ambiguous
9290 PGOHUM00000250243 chr3 - 75377688 75388228 1552 0 0 0 0 ENSP00000320622_ENST00000346322 chr3 - 123332891 123603160 5892 804 64.247492 762 42 Duplicated
9803 PGOHUM00000238157 chr3 - 123418864 123419724 861 42 22.96725 0 42 ENSP00000320622_ENST00000346322 chr3 - 123332891 123603160 5892 804 64.247492 762 42 Ambiguous
9806 PGOHUM00000238160 chr3 + 125399568 125400973 1406 0 0 0 0 ENSP00000320622_ENST00000346322 chr3 - 123332891 123603160 5892 804 64.247492 762 42 Ambiguous
10196 PGOHUM00000245639 chr4 - 104065481 104068748 2500 48 9.03991 0 48 ENSP00000369365_ENST00000380026 chr4 - 104026969 104119564 8241 356 20.339157 308 48 Duplicated
10295 PGOHUM00000245734 chr4 - 155527854 155528135 282 5 8.348025 0 5 ENSP00000384101_ENST00000405164 chr4 - 155525324 155533794 1539 73 22.333002 68 5 Ambiguous
10426 PGOHUM00000245861 chr4 + 20523710 20525807 398 3 3.54896 0 3 ENSP00000273739_ENST00000273739 chr4 + 20255212 20620908 5132 228 20.917562 225 3 Duplicated
11416 PGOHUM00000257129 chr5 + 140777694 140780087 2394 12 2.360043 0 12 ENSP00000428288_ENST00000519479 chr5 + 140767451 140892545 4578 304 31.265161 292 12 Processed
11452 PGOHUM00000257134 chr5 + 170337969 170338136 168 4 11.210206 0 4 ENSP00000429845_ENST00000520864 chr5 + 170289038 170634906 4573 214 22.033092 210 4 Ambiguous
11923 PGOHUM00000243480 chr6 + 7230027 7232150 2124 90 19.950366 0 90 ENSP00000335574_ENST00000334984 chr6 + 7108263 7250244 5789 256 20.82089 166 90 Ambiguous
12664 PGOHUM00000232947 chr7 - 102128907 102228762 241 723 1412.485905 289 434 ENSP00000423309_ENST00000514917 chr7 - 102181947 102232890 911 942 486.850246 508 434 Ambiguous
12665 PGOHUM00000264369 chr7 - 102323724 102327298 264 19 33.885394 19 0 ENSP00000423309_ENST00000514917 chr7 - 102181947 102232890 911 942 486.850246 508 434 Duplicated
12763 PGOHUM00000250915 chr7 - 143336765 143344752 2126 207 45.842675 0 207 ENSP00000404265_ENST00000441159 chr7 + 143318544 143427501 5568 1732 146.45747 1525 207 Duplicated
12765 PGOHUM00000250916 chr7 - 143530338 143530961 624 19 14.336128 19 0 ENSP00000349902_ENST00000357344 chr7 + 143318541 143422173 2958 1206 191.960559 1191 15 Ambiguous
13289 PGOHUM00000233618 chr7 + 143320868 143321491 624 15 11.317996 0 15 ENSP00000349902_ENST00000357344 chr7 + 143318541 143422173 2958 1206 191.960559 1191 15 Ambiguous
13292 PGOHUM00000250974 chr7 + 143507068 143515062 2126 169 37.427112 169 0 ENSP00000404265_ENST00000441159 chr7 + 143318544 143427501 5568 1732 146.45747 1525 207 Duplicated
14341 PGOHUM00000260485 chr9 - 117819432 117819707 276 6 10.235405 0 6 ENSP00000339553_ENST00000341037 chr9 - 117782838 117853425 6786 302 20.95347 296 6 Ambiguous
14773 PGOHUM00000236785 chr9 + 136313697 136315148 743 11 6.970545 0 11 ENSP00000347927_ENST00000355699 chr9 + 136287443 136324507 4442 205 21.728922 194 11 Duplicated
14779 PGOHUM00000236791 chr9 - 139272300 139274809 2510 79 14.818909 0 79 ENSP00000298532_ENST00000298532 chr9 - 139270028 139293248 5010 235 22.084776 156 79 Ambiguous
15732 PGOHUM00000233675 chrY - 6111332 6113287 543 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15733 PGOHUM00000233676 chrY - 6131639 6133605 690 28 19.10609 28 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15734 PGOHUM00000233677 chrY - 6141645 6142163 324 0 0 0 0 ENSP00000409267_ENST00000450145 chrY - 9293011 9323892 780 2134 1288.138855 2116 18 Duplicated
